Pollutant:, PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units:, ug/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:,Zeros are valid. -999 denotes no data available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
PM10,40203,Saint John,NB,45.308762,-66.008384,20010101,9,4,6,6,3,5,4,7,8,8,7,7,6,5,5,4,9,5,4,7,5,5,3,6
PM10,40203,Saint John,NB,45.308762,-66.008384,20010102,5,6,7,2,2,4,5,5,10,14,5,2,5,4,6,5,7,10,9,5,3,7,7,8
PM10,40203,Saint John,NB,45.308762,-66.008384,20010103,13,7,5,4,8,5,8,7,5,8,7,7,7,9,8,8,12,31,37,31,44,39,42,39
PM10,40203,Saint John,NB,45.308762,-66.008384,20010104,40,36,30,25,19,23,22,33,24,28,14,1,3,6,12,13,10,12,13,15,17,13,12,12
PM10,40203,Saint John,NB,45.308762,-66.008384,20010105,13,13,11,10,8,11,13,14,17,22,17,19,10,11,14,12,18,17,27,37,42,29,33,34
PM10,40203,Saint John,NB,45.308762,-66.008384,20010106,37,24,20,16,17,16,20,8,9,10,9,9,10,9,11,7,7,7,8,9,9,8,8,8
PM10,40203,Saint John,NB,45.308762,-66.008384,20010107,5,5,8,6,8,8,9,10,8,10,10,8,7,9,10,11,10,9,9,11,9,9,10,10
PM10,40203,Saint John,NB,45.308762,-66.008384,20010108,9,11,10,11,7,8,13,24,25,36,12,17,9,14,13,15,18,27,26,20,41,36,45,37
PM10,40203,Saint John,NB,45.308762,-66.008384,20010109,30,20,20,19,16,14,16,22,21,21,26,19,16,14,17,16,14,16,19,17,12,15,15,19
PM10,40203,Saint John,NB,45.308762,-66.008384,20010110,21,12,10,9,6,7,7,8,6,8,6,8,17,14,7,8,7,9,6,8,7,9,9,6
PM10,40203,Saint John,NB,45.308762,-66.008384,20010111,6,5,5,5,5,7,5,6,16,40,21,18,26,24,10,6,10,10,8,9,7,8,11,7
PM10,40203,Saint John,NB,45.308762,-66.008384,20010112,7,7,5,6,5,6,6,4,9,5,7,8,9,11,16,14,16,15,12,10,12,7,7,6
PM10,40203,Saint John,NB,45.308762,-66.008384,20010113,5,5,6,11,7,8,9,10,26,39,32,30,28,42,26,33,51,44,26,22,11,10,11,8
PM10,40203,Saint John,NB,45.308762,-66.008384,20010114,5,11,6,5,7,10,9,9,8,10,13,11,15,9,10,10,12,11,12,11,7,17,8,5
PM10,40203,Saint John,NB,45.308762,-66.008384,20010115,5,6,7,6,8,8,4,9,21,15,12,16,47,52,30,24,23,32,34,35,5,2,4,9
PM10,40203,Saint John,NB,45.308762,-66.008384,20010116,10,4,5,7,6,6,6,7,7,8,7,6,7,7,9,8,9,10,11,12,14,17,12,11
PM10,40203,Saint John,NB,45.308762,-66.008384,20010117,24,18,10,12,11,17,8,12,9,6,6,5,6,9,9,8,5,10,9,11,8,7,6,4
PM10,40203,Saint John,NB,45.308762,-66.008384,20010118,4,5,4,4,5,3,6,6,11,10,9,9,12,14,11,8,17,31,21,12,14,26,44,63
PM10,40203,Saint John,NB,45.308762,-66.008384,20010119,54,47,33,29,30,26,22,23,35,34,3,5,4,6,7,6,7,6,7,10,3,6,5,11
PM10,40203,Saint John,NB,45.308762,-66.008384,20010120,5,11,8,10,7,4,4,7,5,4,5,3,6,5,5,4,6,9,10,7,6,5,6,5
PM10,40203,Saint John,NB,45.308762,-66.008384,20010121,3,7,6,7,3,5,7,7,6,6,5,4,5,4,6,7,5,10,14,6,7,5,6,7
PM10,40203,Saint John,NB,45.308762,-66.008384,20010122,6,4,6,8,5,5,8,11,21,18,9,7,13,10,8,14,16,24,25,12,16,18,10,10
PM10,40203,Saint John,NB,45.308762,-66.008384,20010123,14,10,27,33,23,19,25,38,48,78,71,89,53,49,28,11,16,13,18,11,12,10,14,13
PM10,40203,Saint John,NB,45.308762,-66.008384,20010124,8,12,11,10,9,8,12,13,18,15,17,18,17,16,15,14,17,21,20,23,20,16,21,18
