Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,010102,St Johns,NL,47.56038,-52.7115,19990101,0.20,0.20,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.40,0.30,0.30,0.40,0.50,0.60,0.40,0.40,0.30,0.40,0.40,0.40,0.40,0.80
CO,010102,St Johns,NL,47.56038,-52.7115,19990102,0.70,0.40,0.40,0.40,0.40,0.50,0.70,0.80,0.70,0.60,0.80,0.30,0.30,0.30,0.30,0.40,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30
CO,010102,St Johns,NL,47.56038,-52.7115,19990103,0.30,0.30,0.30,0.30,0.20,0.20,0.20,0.20,0.30,0.20,0.20,0.40,0.30,0.40,0.40,0.30,0.50,0.90,0.40,0.50,0.40,0.30,0.70,0.50
CO,010102,St Johns,NL,47.56038,-52.7115,19990104,0.50,0.40,0.20,0.20,0.20,0.30,0.50,0.50,0.40,0.30,0.30,0.30,0.40,0.30,0.30,0.40,0.40,0.30,0.30,0.30,0.30,0.30,0.30,0.30
CO,010102,St Johns,NL,47.56038,-52.7115,19990105,0.30,0.30,0.30,0.30,0.30,0.30,0.40,0.50,0.40,0.40,0.50,0.40,0.40,0.30,0.40,0.50,0.50,0.30,0.40,0.40,0.40,0.40,0.30,0.30
CO,010102,St Johns,NL,47.56038,-52.7115,19990106,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.70,0.40,0.40,0.40,0.40,0.60,0.50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,19990107,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,19990108,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.30,0.30,0.30,0.40,0.30,0.20,0.20,0.20,0.20,0.30,0.20,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,19990109,0.30,0.30,0.30,0.30,0.20,0.20,0.30,0.40,0.30,0.30,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,19990110,0.20,0.10,0.20,0.20,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.40,0.60
CO,010102,St Johns,NL,47.56038,-52.7115,19990111,0.30,0.50,0.20,0.10,0.10,0.20,0.30,1.00,0.80,0.70,0.70,0.40,0.90,1.20,1.10,1.10,1.20,0.40,0.40,0.40,0.40,0.30,0.20,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,19990112,0.10,0.20,0.10,0.10,0.10,0.10,0.50,0.80,0.40,0.20,0.30,0.40,0.30,0.40,0.40,0.60,0.60,0.40,0.30,0.30,0.30,0.20,0.20,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,19990113,0.20,0.20,0.20,0.20,0.20,0.10,0.20,0.40,0.40,0.40,0.40,0.50,0.40,0.50,0.50,0.80,0.50,0.30,0.60,0.50,0.30,0.20,0.20,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,19990114,0.10,0.20,0.10,0.10,0.10,0.10,0.10,0.30,0.20,0.20,0.40,0.30,0.40,0.30,0.40,0.80,0.50,0.20,0.30,0.20,0.30,0.30,0.20,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,19990115,0.20,0.30,0.20,0.10,0.10,0.20,0.50,0.80,0.50,0.40,0.40,0.70,0.40,0.50,0.70,0.80,0.70,1.00,0.90,0.80,0.80,0.90,0.40,0.30
CO,010102,St Johns,NL,47.56038,-52.7115,19990116,0.30,0.20,0.20,0.20,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30
CO,010102,St Johns,NL,47.56038,-52.7115,19990117,0.30,0.30,0.30,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30
CO,010102,St Johns,NL,47.56038,-52.7115,19990118,0.30,0.30,0.20,0.20,0.20,0.20,0.20,0.40,0.30,0.30,0.30,0.40,0.30,0.40,0.40,0.70,0.80,0.70,0.70,0.70,0.50,0.40,0.40,0.30
CO,010102,St Johns,NL,47.56038,-52.7115,19990119,0.20,0.20,0.20,0.20,0.20,0.30,0.70,1.90,1.80,0.50,0.30,0.40,0.40,0.40,0.40,0.50,0.40,0.30,0.30,0.30,0.30,0.30,0.30,0.30
