Pollutant:, SO2
Units:, ppb
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
SO2,010101,St Johns,NL,47.56806,-52.70222,19850101,-999,-999,0.0,4.0,4.0,6.0,3.0,6.0,12.0,10.0,3.0,4.0,-999,6.0,19.0,20.0,26.0,31.0,9.0,7.0,0.0,0.0,0.0,0.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850102,-999,-999,7.0,4.0,2.0,4.0,4.0,4.0,6.0,7.0,0.0,0.0,-999,-999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850103,-999,-999,0.0,0.0,0.0,0.0,7.0,10.0,10.0,4.0,0.0,0.0,-999,-999,4.0,4.0,2.0,2.0,3.0,6.0,3.0,2.0,3.0,4.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850104,-999,-999,4.0,7.0,4.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,-999,-999,4.0,13.0,7.0,6.0,6.0,7.0,4.0,3.0,6.0,4.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850105,-999,6.0,9.0,13.0,18.0,20.0,28.0,34.0,23.0,12.0,7.0,3.0,-999,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850106,-999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,-999,4.0,7.0,6.0,4.0,6.0,7.0,9.0,6.0,6.0,0.0,0.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850107,-999,0.0,0.0,3.0,2.0,7.0,2.0,6.0,4.0,7.0,3.0,6.0,-999,9.0,6.0,4.0,3.0,6.0,2.0,3.0,3.0,2.0,0.0,0.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850108,-999,6.0,7.0,10.0,9.0,6.0,9.0,10.0,7.0,7.0,12.0,15.0,-999,12.0,10.0,16.0,12.0,10.0,9.0,9.0,6.0,6.0,4.0,4.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850109,-999,4.0,4.0,2.0,2.0,0.0,6.0,3.0,4.0,3.0,15.0,9.0,-999,9.0,16.0,12.0,10.0,10.0,15.0,12.0,9.0,10.0,10.0,7.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850110,-999,15.0,6.0,2.0,7.0,12.0,22.0,26.0,25.0,13.0,-999,-999,-999,-999,-999,3.0,6.0,3.0,4.0,9.0,9.0,6.0,6.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850111,10.0,6.0,4.0,2.0,4.0,7.0,10.0,6.0,3.0,4.0,12.0,-999,6.0,6.0,9.0,12.0,16.0,19.0,12.0,15.0,16.0,19.0,20.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850112,32.0,38.0,36.0,41.0,63.0,69.0,85.0,50.0,9.0,4.0,9.0,-999,3.0,0.0,0.0,0.0,0.0,-999,-999,7.0,7.0,3.0,2.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850113,2.0,0.0,0.0,0.0,3.0,6.0,13.0,7.0,10.0,9.0,7.0,-999,6.0,10.0,4.0,12.0,9.0,6.0,7.0,10.0,12.0,13.0,15.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850114,6.0,6.0,6.0,2.0,6.0,6.0,9.0,4.0,7.0,9.0,12.0,-999,18.0,12.0,13.0,18.0,12.0,10.0,15.0,19.0,16.0,12.0,16.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850115,7.0,9.0,22.0,25.0,28.0,39.0,64.0,55.0,35.0,15.0,15.0,-999,4.0,6.0,10.0,2.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0
SO2,010101,St Johns,NL,47.56806,-52.70222,19850116,-999,0.0,0.0,0.0,0.0,0.0,4.0,12.0,15.0,10.0,10.0,-999,10.0,12.0,13.0,12.0,9.0,7.0,3.0,0.0,10.0,16.0,22.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850117,15.0,13.0,22.0,26.0,32.0,20.0,15.0,18.0,12.0,12.0,12.0,-999,7.0,4.0,7.0,19.0,20.0,26.0,22.0,16.0,13.0,12.0,15.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850118,10.0,13.0,20.0,16.0,28.0,42.0,61.0,54.0,41.0,29.0,28.0,-999,16.0,19.0,26.0,47.0,26.0,15.0,36.0,34.0,28.0,18.0,9.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850119,10.0,10.0,20.0,26.0,32.0,26.0,31.0,28.0,20.0,13.0,16.0,-999,13.0,12.0,13.0,25.0,31.0,35.0,39.0,50.0,55.0,47.0,44.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850120,34.0,31.0,35.0,73.0,54.0,64.0,76.0,92.0,93.0,15.0,7.0,-999,4.0,7.0,9.0,18.0,12.0,13.0,12.0,4.0,9.0,6.0,31.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850121,4.0,4.0,4.0,4.0,0.0,0.0,3.0,6.0,7.0,13.0,26.0,-999,10.0,7.0,7.0,10.0,20.0,16.0,16.0,18.0,15.0,18.0,19.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850122,12.0,4.0,0.0,6.0,10.0,16.0,18.0,9.0,15.0,9.0,18.0,-999,13.0,16.0,10.0,12.0,16.0,19.0,16.0,13.0,18.0,13.0,12.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850123,12.0,6.0,3.0,6.0,10.0,12.0,16.0,15.0,18.0,12.0,10.0,-999,6.0,9.0,9.0,7.0,9.0,12.0,13.0,9.0,6.0,15.0,19.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850124,15.0,20.0,15.0,19.0,13.0,22.0,35.0,25.0,13.0,9.0,9.0,-999,9.0,9.0,10.0,15.0,20.0,32.0,31.0,26.0,34.0,38.0,39.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850125,64.0,61.0,60.0,39.0,20.0,25.0,55.0,38.0,29.0,26.0,15.0,-999,9.0,6.0,7.0,10.0,7.0,7.0,10.0,12.0,10.0,7.0,3.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850126,7.0,12.0,16.0,15.0,19.0,15.0,19.0,29.0,26.0,13.0,12.0,-999,23.0,26.0,20.0,9.0,4.0,10.0,26.0,28.0,18.0,9.0,10.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850127,9.0,9.0,6.0,6.0,6.0,6.0,10.0,10.0,12.0,13.0,6.0,-999,9.0,6.0,4.0,3.0,4.0,7.0,4.0,4.0,9.0,7.0,3.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850128,2.0,3.0,6.0,9.0,4.0,7.0,10.0,9.0,4.0,6.0,4.0,-999,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850129,2.0,2.0,3.0,3.0,7.0,10.0,10.0,13.0,7.0,4.0,4.0,-999,7.0,9.0,12.0,13.0,15.0,12.0,16.0,19.0,13.0,16.0,12.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850130,10.0,31.0,25.0,19.0,28.0,23.0,25.0,18.0,7.0,7.0,10.0,-999,10.0,10.0,7.0,9.0,9.0,12.0,9.0,9.0,6.0,6.0,6.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850131,3.0,7.0,3.0,2.0,2.0,4.0,7.0,9.0,6.0,9.0,9.0,-999,13.0,12.0,18.0,13.0,12.0,15.0,12.0,7.0,10.0,7.0,9.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850201,3.0,4.0,10.0,12.0,12.0,18.0,9.0,12.0,13.0,12.0,10.0,-999,7.0,7.0,7.0,10.0,13.0,12.0,20.0,10.0,9.0,10.0,6.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850202,4.0,6.0,4.0,4.0,7.0,6.0,7.0,7.0,13.0,19.0,23.0,-999,15.0,20.0,15.0,16.0,23.0,26.0,15.0,7.0,6.0,3.0,4.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850203,2.0,2.0,4.0,3.0,3.0,3.0,3.0,6.0,7.0,6.0,4.0,-999,4.0,9.0,12.0,10.0,12.0,10.0,12.0,10.0,13.0,16.0,10.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850204,9.0,7.0,7.0,9.0,7.0,10.0,10.0,9.0,10.0,6.0,7.0,-999,7.0,6.0,7.0,4.0,9.0,7.0,9.0,6.0,4.0,7.0,6.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850205,3.0,7.0,4.0,9.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,-999,6.0,2.0,10.0,6.0,6.0,4.0,9.0,4.0,7.0,6.0,6.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850206,4.0,4.0,6.0,9.0,12.0,15.0,20.0,15.0,9.0,7.0,7.0,-999,10.0,9.0,7.0,10.0,4.0,9.0,12.0,9.0,9.0,6.0,7.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850207,6.0,4.0,7.0,6.0,7.0,12.0,13.0,9.0,10.0,7.0,7.0,-999,10.0,12.0,15.0,16.0,19.0,22.0,22.0,31.0,31.0,38.0,18.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850208,12.0,7.0,13.0,6.0,6.0,7.0,7.0,6.0,10.0,10.0,4.0,-999,3.0,4.0,6.0,9.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,-999
SO2,010101,St Johns,NL,47.56806,-52.70222,19850209,3.0,4.0,4.0,12.0,19.0,20.0,22.0,22.0,18.0,19.0,16.0,-999,10.0,22.0,18.0,15.0,15.0,15.0,18.0,13.0,10.0,13.0,10.0,-999
