File generated on // Fichier créé sur ,23/09/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant, PM10 // PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités,µg/m3 // µg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available. // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant,NAPS ID // Identifiant SNPA,City // Ville,P/T // P/T,Latitude // Latitude,Longitude // Longitude,Date // Date,H01 // H01,H02 // H02,H03 // H03,H04 // H04,H05 // H05,H06 // H06,H07 // H07,H08 // H08,H09 // H09,H10 // H10,H11 // H11,H12 // H12,H13 // H13,H14 // H14,H15 // H15,H16 // H16,H17 // H17,H18 // H18,H19 // H19,H20 // H20,H21 // H21,H22 // H22,H23 // H23,H24 // H24
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160515,31,14,6,5,3,5,5,6,10,11,9,19,17,16,15,11,-999,-999,8,9,1,8,4,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160516,10,7,3,7,7,25,25,30,18,8,7,6,9,15,11,16,21,12,12,11,10,13,21,27
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160517,26,21,16,24,46,48,51,49,35,18,20,25,23,18,22,23,43,31,21,24,26,27,21,21
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160518,15,9,9,11,18,30,40,73,57,69,53,58,70,72,84,76,49,37,35,32,42,52,47,65
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160519,57,25,23,14,18,29,47,58,44,42,38,68,55,51,53,69,44,54,37,27,32,29,31,19
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160520,12,14,15,18,19,29,51,54,47,37,33,37,32,41,47,56,44,31,25,27,30,32,41,39
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160521,33,25,23,28,58,32,40,44,36,38,39,40,39,33,32,36,29,27,26,25,29,35,25,24
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160522,22,22,23,25,23,19,21,99,105,104,165,165,130,116,93,139,71,52,31,23,25,34,41,55
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160523,10,13,0,4,0,0,3,0,8,5,12,-999,-999,-999,-999,5,7,0,8,13,25,17,9,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160524,7,10,14,7,8,10,27,42,66,44,34,43,15,5,11,32,31,45,11,12,11,11,8,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160525,5,5,5,6,6,15,23,34,30,30,-999,23,59,47,56,46,11,6,0,4,4,3,3,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160526,-999,0,1,1,4,5,5,2,0,4,7,9,10,10,19,20,8,-999,0,3,4,4,3,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160527,4,3,3,4,6,7,15,4,11,5,8,7,7,2,0,14,7,29,0,3,3,5,5,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160528,2,8,7,4,3,4,4,4,8,9,8,9,10,6,5,9,10,8,2,3,1,2,4,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160529,5,1,5,1,3,3,4,4,5,5,3,7,1,0,0,2,0,3,6,7,6,19,29,24
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160530,13,2,7,4,5,25,43,55,29,28,26,36,11,42,29,20,26,33,20,9,9,8,6,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160531,6,2,2,6,3,1,3,2,2,1,2,3,4,5,6,18,19,11,4,3,3,3,3,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160601,3,3,1,0,0,0,1,3,1,2,3,0,0,1,3,2,6,1,0,3,4,5,2,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160602,3,2,2,4,5,24,23,13,13,10,12,10,8,9,21,48,21,18,27,31,30,23,24,0
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160603,7,11,8,9,9,32,68,104,53,32,15,12,8,6,10,23,28,29,28,33,31,11,29,32
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160604,28,9,5,4,5,5,7,7,0,15,10,4,12,18,0,9,4,2,3,5,17,13,21,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160605,7,2,2,1,5,22,5,11,0,-999,0,13,11,7,21,12,7,32,4,2,1,0,3,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160606,-999,6,4,2,3,4,7,1,6,0,0,-999,0,11,8,11,10,7,4,5,-999,6,8,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160607,2,3,3,3,9,15,29,30,15,0,1,4,8,0,25,14,10,14,2,-999,8,35,24,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160608,10,12,5,4,4,12,28,37,32,42,34,35,39,34,47,31,28,11,2,12,5,10,9,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160609,4,4,5,8,5,20,51,66,61,64,45,55,82,67,88,76,59,61,59,50,49,30,9,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160610,16,17,20,-999,5,4,9,12,0,1,21,25,0,-999,23,3,29,11,11,3,11,10,25,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160611,4,7,6,-999,0,3,-999,0,5,4,3,4,6,6,6,6,5,7,4,5,3,9,13,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160612,3,1,3,9,10,20,-999,8,3,9,4,4,3,3,19,8,12,12,15,12,6,9,6,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160613,5,7,3,3,5,30,40,42,25,0,-999,-999,11,10,11,12,13,5,6,24,39,27,27,17
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160614,32,20,5,17,17,21,49,56,43,50,12,21,38,25,48,41,42,31,31,18,5,11,10,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160615,7,6,4,5,4,12,15,22,13,8,10,9,16,12,0,8,12,6,14,18,24,5,3,2
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160616,2,1,2,3,4,10,17,22,24,16,23,48,41,52,74,106,51,27,19,13,13,14,15,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160617,10,8,8,8,8,15,18,2,5,7,-999,6,20,27,-999,-999,18,20,8,14,3,7,-999,0
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160618,3,5,6,4,9,18,12,12,13,30,27,19,-999,13,7,15,20,14,1,39,23,19,10,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160619,14,10,24,30,4,7,11,37,26,28,30,1,6,-999,-999,-999,-999,-999,25,13,9,13,13,2
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160620,5,-999,6,7,6,-999,4,9,4,13,-999,15,11,12,13,12,11,6,8,4,4,14,12,21
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160621,7,11,9,3,10,8,21,0,8,0,0,-999,10,5,7,4,6,12,12,16,8,-999,8,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160622,20,0,7,3,4,14,23,34,37,44,33,10,16,13,12,0,0,4,17,11,7,27,17,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160623,5,5,4,3,4,14,18,16,15,5,19,5,0,13,17,17,12,13,9,13,16,17,15,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160624,6,6,9,11,8,18,26,28,19,34,28,29,29,29,27,38,40,49,35,18,20,6,8,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160625,14,31,17,-999,-999,0,0,10,14,7,2,12,-999,3,1,9,-999,-999,3,3,6,1,7,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160626,3,6,5,5,3,7,10,3,3,-999,0,11,3,-999,-999,-999,2,2,0,0,5,0,2,1
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160627,0,0,-999,10,3,8,9,6,1,10,12,26,9,7,11,7,11,10,6,4,9,18,30,34
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160628,20,-999,4,8,8,15,27,30,28,11,8,17,22,18,22,32,31,34,28,23,33,22,10,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160629,4,3,3,6,6,10,16,23,29,25,6,17,4,-999,15,-999,8,17,26,8,-999,-999,4,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160630,-999,-999,-999,-999,-999,0,2,4,8,5,5,6,4,0,0,0,0,-999,-999,0,7,18,30,34
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160701,13,9,12,11,21,12,9,0,3,2,0,0,8,7,5,3,5,9,7,2,12,11,6,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160702,17,10,12,13,10,4,10,7,8,0,8,9,2,6,22,15,-999,15,20,17,8,14,14,20
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160703,13,13,18,10,9,11,23,13,9,13,16,22,8,13,36,11,17,10,3,0,-999,-999,1,1
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160704,1,2,1,1,5,13,22,42,22,23,28,28,19,0,19,15,47,-999,12,2,5,12,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160705,-999,12,0,1,17,31,25,16,10,7,9,13,-999,-999,-999,37,17,25,-999,34,19,13,1,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160706,-999,1,-999,-999,0,0,1,1,7,4,8,6,11,9,11,1,8,7,11,21,11,5,5,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160707,0,3,6,10,3,7,27,40,19,11,25,27,18,17,13,20,6,18,-999,26,7,9,1,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160708,2,4,7,5,6,12,23,22,10,7,9,6,0,6,-999,16,7,0,18,23,9,6,2,23
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160709,41,31,33,12,11,11,18,18,20,26,37,40,17,8,17,11,27,23,10,21,-999,5,9,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160710,4,7,5,3,-999,-999,18,18,18,10,19,16,25,19,24,20,14,12,15,18,11,10,7,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160711,0,3,0,6,14,10,7,23,22,29,18,16,29,34,33,53,39,23,28,23,11,-999,-999,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160712,-999,-999,-999,-999,1,6,8,8,16,23,1,12,7,14,30,44,19,20,24,9,8,3,11,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160713,6,3,0,0,3,5,8,24,-999,11,2,9,0,6,-1,7,1,5,-999,-999,5,8,14,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160714,12,13,1,6,2,1,0,0,13,13,12,1,14,14,10,7,1,12,9,4,5,2,16,15
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160715,15,13,12,12,11,21,42,41,28,18,18,19,25,18,21,26,31,22,15,21,16,30,37,33
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160716,22,22,17,36,19,26,24,26,25,17,39,22,38,27,28,29,25,4,6,9,17,18,11,20
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160717,13,13,13,6,7,0,16,14,23,17,9,26,3,27,18,15,16,13,0,17,0,8,21,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160718,14,-999,-999,6,7,15,23,26,24,9,20,23,31,25,34,37,25,24,23,18,24,30,11,24
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160719,20,20,15,14,19,24,41,55,57,50,51,37,41,39,44,47,81,85,50,45,37,-999,9,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160720,1,32,26,9,2,4,24,49,61,56,45,56,62,28,26,36,54,44,17,-999,-999,-999,-999,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160721,0,5,0,10,-999,8,29,29,33,38,10,9,6,-999,22,14,10,21,23,49,30,7,7,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160722,9,13,9,9,10,9,20,33,29,26,14,32,4,10,4,38,19,6,0,-999,19,25,41,49
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160723,25,17,10,21,18,12,9,13,35,32,20,24,9,12,22,9,15,16,9,36,19,3,7,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160724,-999,10,9,2,-999,2,12,18,22,10,1,4,13,-999,10,6,22,0,17,11,31,17,9,20
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160725,13,18,14,8,7,13,20,19,19,8,9,6,7,15,18,27,39,20,9,4,22,39,21,20
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160726,24,21,20,17,-999,-999,17,17,5,5,25,44,-999,17,8,11,39,25,8,14,0,0,-999,11
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160727,8,11,6,3,3,14,14,20,14,10,1,10,13,10,11,8,8,5,1,0,21,17,15,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160728,14,8,3,11,23,18,35,18,4,2,8,7,9,10,14,18,14,9,11,0,12,28,55,24
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160729,30,28,21,18,14,34,48,32,23,25,32,18,37,26,14,25,21,18,12,11,22,42,35,27
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160730,26,18,14,15,16,17,25,43,34,31,25,21,16,9,23,28,40,12,31,7,22,17,8,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160731,6,2,0,6,8,9,8,17,27,40,39,45,32,18,29,26,23,22,15,17,15,4,23,25
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160801,35,24,24,30,20,20,24,30,33,27,6,-999,-999,12,-999,8,2,20,11,-999,9,17,-999,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160802,17,14,15,20,21,19,21,31,26,28,23,-999,12,4,9,13,18,17,28,22,51,36,24,17
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160803,14,15,12,16,19,38,41,34,45,33,39,38,5,18,23,46,36,40,36,65,19,-999,22,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160804,-999,10,10,19,-999,-999,7,14,22,22,20,4,34,38,9,12,2,2,13,12,-999,4,3,2
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160805,2,5,10,9,4,9,13,17,25,3,-999,0,7,19,1,-999,17,6,15,20,17,14,10,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160806,7,3,3,2,8,10,24,6,-999,3,-999,2,4,5,8,14,16,10,-999,11,34,25,26,39
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160807,36,40,49,34,14,18,41,-999,20,16,13,12,5,4,17,4,25,24,26,22,19,24,21,24
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160808,16,20,18,11,11,25,22,21,26,35,31,30,26,23,55,60,47,36,28,27,22,30,-999,37
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160809,24,8,-999,28,11,6,2,-999,-999,-999,-999,-999,-999,14,-999,12,21,-999,6,4,5,-999,2,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160810,11,-999,-999,26,14,16,26,39,44,43,32,28,23,33,23,15,17,18,20,17,8,7,15,22
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160811,25,15,14,11,6,10,17,34,33,9,23,40,16,9,2,33,14,26,39,0,6,-999,13,2
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160812,14,23,8,9,20,26,14,5,6,1,-999,33,-999,-999,13,10,21,8,13,13,15,19,18,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160813,-999,6,-999,-999,17,5,29,8,9,22,-999,-999,25,5,-999,9,3,0,12,8,12,34,27,18
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160814,16,11,14,17,12,16,24,13,17,15,8,-999,-999,6,19,12,7,13,16,26,21,30,21,28
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160815,25,37,31,18,11,17,25,13,10,24,40,5,24,52,-999,65,56,5,-999,1,24,0,17,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160816,-999,8,-999,6,6,25,47,18,29,31,15,24,18,0,24,-999,8,23,20,27,17,31,29,27
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160817,17,20,11,8,5,29,86,13,9,15,23,19,22,-999,12,17,31,34,37,60,43,72,26,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160818,5,19,9,-999,9,-999,15,22,20,27,23,29,-999,-999,-999,-999,37,20,16,25,22,21,26,18
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160819,17,-999,16,-999,10,18,30,30,28,5,6,12,1,24,19,-999,20,9,4,13,15,0,5,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160820,-999,4,0,4,1,-999,5,8,7,5,-999,-999,-999,1,-999,7,6,2,5,6,19,27,31,29
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160821,21,17,20,4,2,4,14,9,16,6,6,-999,14,15,15,16,15,25,24,33,33,27,44,15
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160822,10,1,-999,6,8,9,17,22,30,35,31,43,30,26,37,34,38,46,52,59,35,27,32,22
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160823,21,13,13,18,22,25,31,36,44,29,34,30,33,36,40,46,49,56,62,29,-999,-999,-999,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160824,2,3,12,4,-999,-999,-999,9,35,22,1,7,17,1,10,8,21,20,26,24,21,30,21,26
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160825,52,5,-999,-999,-999,-999,-999,5,-999,4,15,-999,-999,9,18,6,-999,12,14,22,25,18,37,19
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160826,8,1,3,-999,5,5,30,41,31,38,22,9,4,26,78,69,23,29,24,27,51,30,48,28
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160827,14,4,16,10,15,14,13,18,26,27,34,32,27,14,29,18,16,15,16,15,15,21,11,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160828,5,7,-999,3,4,5,16,22,37,41,38,39,17,0,1,-999,14,19,41,26,27,26,26,17
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160829,-999,3,10,11,9,8,-999,5,8,-999,7,-999,5,7,5,-999,1,16,21,22,13,19,23,20
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160830,21,12,14,16,13,19,37,50,41,3,2,-999,3,9,9,15,16,49,12,44,18,36,53,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160831,4,10,5,-999,3,6,21,21,27,14,-999,9,8,13,4,7,16,12,10,12,8,7,7,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160901,3,4,3,-999,5,9,15,26,46,40,20,24,24,17,24,26,29,31,23,29,28,24,18,15
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160902,13,13,8,7,5,6,9,21,27,29,36,33,49,45,48,41,24,34,30,25,27,20,22,21
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160903,20,18,17,16,14,16,15,19,22,23,26,25,31,37,32,36,33,35,39,74,7,50,20,20
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160904,37,21,22,1,8,19,21,5,-999,26,29,1,16,31,16,16,30,14,-999,19,10,27,24,18
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160905,25,8,2,16,8,14,15,12,21,25,16,7,15,15,19,36,12,30,26,17,28,22,22,22
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160906,16,16,10,12,9,15,35,-999,16,14,3,18,7,13,14,17,14,20,20,18,32,27,24,22
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160907,24,22,15,15,14,17,26,37,37,36,13,21,13,19,24,47,30,31,37,44,21,24,13,18
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160908,13,15,13,8,14,6,20,23,25,25,20,4,11,-999,8,31,50,59,42,25,17,16,19,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160909,10,12,7,21,17,20,23,20,17,26,6,5,6,14,20,26,13,3,18,26,34,39,25,21
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160910,18,27,14,14,15,10,22,20,33,26,7,8,13,-999,-999,17,19,29,30,44,31,37,42,25
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160911,17,24,18,16,15,14,18,23,21,24,25,27,26,42,52,29,29,36,39,28,26,26,3,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160912,14,14,12,11,19,18,17,19,25,19,1,5,11,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160913,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160914,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160915,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160916,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160917,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160918,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160919,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160920,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160921,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160922,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160923,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160924,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160925,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160926,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160927,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160928,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160929,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,54,-999,23,22,22,22,22,18,14,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20160930,9,8,8,8,8,11,16,20,19,21,19,31,24,20,22,21,23,24,26,16,16,17,16,16
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161001,16,15,13,14,13,13,14,16,20,18,21,23,23,20,23,20,19,22,27,30,37,31,23,21
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161002,18,17,15,14,12,14,14,14,16,16,16,16,20,17,17,18,17,16,19,19,19,17,18,17
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161003,15,18,15,15,16,16,19,24,25,24,21,25,30,28,28,29,26,23,25,31,28,23,18,16
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161004,14,15,13,14,17,15,15,17,14,15,19,19,20,21,24,19,17,15,14,14,13,7,10,0
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161005,-999,3,2,5,6,3,0,2,10,11,18,14,11,13,8,10,13,10,9,5,5,6,2,1
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161006,4,2,3,3,4,5,5,8,7,7,7,9,8,9,10,10,8,7,9,7,4,6,5,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161007,5,6,2,3,3,3,4,6,4,4,4,4,3,4,4,5,5,4,3,5,6,4,2,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161008,4,3,3,3,3,4,5,6,8,8,5,4,4,5,7,5,4,7,7,7,7,7,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161009,9,10,5,3,3,4,4,5,5,4,2,4,6,5,6,8,8,9,8,11,16,17,17,16
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161010,19,16,17,13,6,2,6,4,5,4,4,3,3,5,5,5,5,5,6,5,6,5,4,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161011,4,3,3,5,4,2,5,5,6,5,4,6,6,4,4,6,7,6,7,6,7,8,8,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161012,7,4,4,4,4,6,8,4,5,9,8,5,7,6,8,8,8,8,11,11,10,14,10,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161013,6,6,6,6,8,9,12,17,18,19,14,11,10,8,10,13,15,24,16,11,11,12,8,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161014,11,9,9,10,11,16,34,30,25,27,24,28,30,28,27,29,31,26,29,28,26,27,28,29
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161015,30,23,21,21,15,11,6,4,7,8,10,11,11,18,9,8,7,8,9,8,7,6,7,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161016,6,6,7,7,6,6,3,4,4,8,7,9,10,7,9,4,6,7,2,5,4,6,3,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161017,8,9,11,10,9,7,5,4,4,13,11,14,18,12,11,13,15,14,13,11,9,10,5,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161018,7,7,7,8,7,7,9,12,11,7,7,9,6,9,8,9,9,9,8,8,8,7,5,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161019,8,5,5,9,5,6,7,8,10,8,7,9,6,6,8,10,9,9,8,8,8,9,8,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161020,6,5,7,6,7,8,11,13,14,16,17,10,8,9,6,9,10,10,13,11,10,10,9,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,20161021,9,8,7,6,6,8,12,13,18,15,9,9,9,11,11,11,12,14,15,16,19,19,13,12
