Pollutant:, PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units:, ug/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:,Zeros are valid. -999 denotes no data available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
PM10,40203,Saint John,NB,45.308762,-66.008384,20000101,44,56,73,67,42,43,34,18,26,35,60,56,24,9,7,9,11,13,15,10,21,15,21,22
PM10,40203,Saint John,NB,45.308762,-66.008384,20000102,18,18,23,20,18,19,18,19,23,23,29,29,12,13,14,14,16,18,17,23,19,21,16,14
PM10,40203,Saint John,NB,45.308762,-66.008384,20000103,18,47,69,43,48,52,47,49,48,53,54,43,20,-999,-999,-999,-999,-999,4,5,10,7,10,5
PM10,40203,Saint John,NB,45.308762,-66.008384,20000104,10,6,7,8,2,5,5,2,12,13,8,3,4,6,8,18,59,67,55,69,55,64,68,66
PM10,40203,Saint John,NB,45.308762,-66.008384,20000105,44,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,5,8,5,5,8,7,6,4
PM10,40203,Saint John,NB,45.308762,-66.008384,20000106,7,3,5,3,3,6,6,9,15,8,5,6,8,11,21,20,22,28,18,16,19,19,9,12
PM10,40203,Saint John,NB,45.308762,-66.008384,20000107,16,14,14,15,20,17,16,11,16,17,17,22,23,4,1,15,18,20,20,14,10,9,8,1
PM10,40203,Saint John,NB,45.308762,-66.008384,20000108,13,17,11,9,13,7,3,6,6,3,6,12,16,28,17,20,19,18,21,29,18,31,72,32
PM10,40203,Saint John,NB,45.308762,-66.008384,20000109,7,6,10,11,9,6,18,13,13,16,18,23,31,14,17,33,31,35,29,18,18,20,18,21
PM10,40203,Saint John,NB,45.308762,-66.008384,20000110,15,16,15,19,13,17,19,17,17,34,20,3,2,7,10,13,14,8,11,9,8,10,7,3
