File generated on // Fichier créé sur, 2023-02-13

Pollutant // Polluant:, PM10
Units // Unités, µg/m3
Note // Note,Data is hour ending local standard time // Données en heure normale locale
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles

Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-01,3,9,11,10,14,10,9,13,8,11,10,2,0,0,0,0,0,0,1,4,2,0,1,1
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-02,10,3,1,1,0,4,0,0,0,1,0,0,0,2,3,4,2,5,7,10,3,1,5,0
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-03,0,6,3,1,3,3,0,4,2,5,5,5,5,7,12,11,14,14,11,12,14,12,5,7
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-04,12,8,7,11,8,16,28,35,31,13,9,5,4,6,13,15,15,18,17,13,18,15,14,7
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-05,0,6,7,8,4,5,3,0,1,10,17,4,0,0,0,0,1,2,0,0,3,6,6,0
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-06,6,7,3,1,5,6,1,5,6,5,3,4,4,5,0,7,4,10,12,10,10,12,12,12
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-07,22,16,15,12,10,7,8,8,14,25,28,25,17,2,0,3,4,5,4,8,13,17,24,23
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-08,24,34,28,26,20,21,22,13,23,25,28,18,17,13,19,26,24,19,17,10,14,21,23,21
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-09,17,10,14,18,20,16,20,19,21,22,29,37,28,22,20,18,18,20,13,10,10,10,0,0
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-10,0,5,3,0,0,1,6,4,0,3,6,3,0,0,2,6,5,3,0,0,1,2,2,0
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-11,0,-999,0,0,0,0,0,5,4,5,2,7,1,1,8,5,3,5,12,12,17,16,21,18
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-12,22,13,20,21,1,0,0,0,3,3,1,3,5,4,3,6,8,6,8,11,1,6,5,8
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-13,16,10,5,3,2,2,2,6,5,9,8,10,12,6,11,15,17,27,29,17,8,8,3,6
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-14,11,11,10,4,8,10,12,27,21,18,25,41,28,42,45,42,40,31,29,23,24,6,8,8
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-15,5,9,12,13,6,0,5,8,11,8,11,12,15,19,18,14,16,13,9,13,13,12,13,13
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-16,15,12,10,4,2,6,4,6,8,15,14,16,7,4,0,4,3,3,0,7,1,2,2,1
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-17,3,0,4,6,1,6,7,3,3,4,3,2,0,4,5,5,0,4,4,5,3,0,5,2
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-18,9,9,4,0,5,4,6,6,8,11,18,18,18,7,5,3,2,5,12,12,12,14,14,7
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-19,0,0,0,4,3,2,1,1,3,2,2,4,7,9,18,7,7,5,7,1,2,7,2,2
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-20,0,0,4,3,0,0,5,0,6,9,8,19,22,23,20,22,22,32,40,50,35,31,30,29
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-21,31,26,27,40,29,19,18,13,11,9,18,20,39,32,35,51,54,35,23,26,31,30,25,16
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-22,12,13,4,11,10,9,9,10,11,10,7,12,12,10,8,11,16,18,26,18,10,8,6,2
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-23,0,0,3,8,9,11,12,6,10,9,7,11,9,7,14,3,8,6,5,8,7,3,5,5
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-24,3,11,13,0,7,12,5,7,2,4,7,3,6,6,1,3,6,6,1,1,11,5,1,8
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-25,0,3,12,4,1,10,6,7,6,9,5,4,6,0,7,6,5,2,4,11,0,4,4,9
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-26,9,7,7,6,6,7,7,5,13,11,8,6,15,10,19,2,7,6,6,5,8,4,4,5
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-27,8,17,17,10,13,8,9,12,17,16,26,21,31,35,23,10,17,13,11,9,9,5,6,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-28,14,12,8,6,6,9,4,-999,-999,0,8,6,7,11,5,8,9,4,7,7,6,8,7,13
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-29,18,17,4,7,8,10,8,15,12,7,9,10,11,18,23,17,18,4,8,10,13,12,10,16
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-30,15,23,18,19,17,22,12,15,18,24,44,47,51,44,54,46,37,41,45,44,39,40,43,21
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-01-31,16,14,18,26,24,30,32,30,17,5,9,8,6,12,5,10,10,16,14,10,16,10,9,5
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-01,3,2,7,2,7,7,5,9,11,7,14,10,6,4,5,5,2,2,0,0,2,1,4,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-02,5,8,13,15,7,8,5,4,4,8,8,10,5,7,5,5,7,6,4,6,5,8,2,5
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-03,4,10,10,5,10,6,6,12,7,13,11,14,7,12,5,13,8,14,11,10,12,3,7,12
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-04,25,12,11,8,6,5,6,8,10,9,9,14,14,20,17,21,16,3,8,3,8,4,9,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-05,3,5,9,11,9,1,4,4,14,17,14,4,6,6,0,0,4,3,4,4,7,10,13,18
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-06,5,9,12,13,11,6,6,6,9,6,4,7,7,4,4,0,1,2,1,3,0,7,2,1
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-07,0,0,10,0,7,3,7,3,8,11,13,28,34,27,15,8,5,0,6,13,23,25,19,20
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-08,15,22,24,6,6,8,8,26,25,11,13,8,7,0,0,2,1,4,0,8,0,5,5,5
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-09,3,13,11,11,14,17,13,13,16,17,9,17,14,13,5,10,8,1,7,10,2,10,7,7
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-10,0,0,6,7,5,4,16,15,20,22,21,14,11,14,7,12,4,3,0,8,9,6,2,6
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-11,4,11,15,17,23,25,13,10,12,14,16,8,9,0,-999,5,3,0,1,2,0,5,5,6
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-12,8,16,14,5,9,9,11,15,19,15,18,18,8,11,15,7,6,6,9,16,24,21,14,16
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-13,17,17,24,33,17,17,20,35,44,45,43,40,41,43,40,37,26,29,24,19,24,26,30,35
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-14,36,28,42,36,34,34,43,38,39,44,39,43,28,15,9,4,2,0,3,5,11,11,13,16
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-15,17,20,20,16,17,15,11,7,12,12,9,17,16,12,12,6,5,4,5,9,10,9,9,10
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-16,0,1,7,13,9,9,5,13,15,14,17,22,18,10,7,1,0,1,1,8,3,0,1,2
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-17,0,0,4,4,6,11,15,17,14,15,21,26,22,7,2,3,-999,0,0,6,2,9,15,20
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-18,15,24,33,32,36,43,32,22,15,24,-999,23,12,18,18,15,5,1,6,2,4,0,2,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-19,12,11,3,6,0,2,4,1,6,0,5,1,4,0,3,3,1,4,0,8,8,7,7,9
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-20,3,7,6,2,4,3,0,3,2,5,1,7,5,7,18,1,3,5,7,3,2,0,1,12
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-21,4,0,0,2,6,14,2,0,0,0,3,0,2,3,2,4,2,0,5,0,1,2,1,2
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-22,4,7,3,0,7,0,9,6,2,6,3,5,-999,4,5,4,0,2,3,1,7,3,1,1
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-23,8,7,5,3,6,2,6,6,8,9,5,5,3,6,1,9,-999,-999,-999,3,5,5,6,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-24,0,3,7,9,7,4,9,10,10,17,27,22,14,16,16,18,19,17,8,6,10,19,2,0
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-25,14,9,2,1,5,4,0,3,3,5,3,2,3,4,5,1,1,0,4,4,5,5,1,2
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-26,6,3,3,3,2,2,3,4,5,5,1,4,2,6,3,4,2,3,7,7,4,4,4,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-27,0,0,2,0,5,6,8,8,6,11,13,1,5,2,0,3,3,2,2,4,2,2,1,0
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-02-28,0,0,5,6,3,1,1,3,1,5,1,3,2,3,2,2,0,2,-999,0,3,0,2,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-01,0,1,1,2,5,1,2,1,2,2,4,5,1,4,3,4,3,0,4,4,0,4,5,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-02,10,9,12,16,7,3,3,2,5,5,5,0,1,5,1,6,5,2,9,6,5,5,1,8
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-03,0,1,8,5,3,8,6,11,20,22,20,18,17,15,10,12,11,7,9,8,9,12,19,21
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-04,29,29,39,40,26,27,19,31,38,41,61,59,44,29,27,40,34,56,64,49,25,11,11,7
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-05,7,7,5,9,12,15,18,21,23,8,4,9,17,27,32,28,5,0,1,3,5,6,11,7
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-06,7,8,6,4,3,0,3,4,5,8,11,10,10,16,21,24,19,22,17,27,38,43,49,47
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-07,39,35,35,30,30,23,29,24,28,29,30,36,25,8,9,12,13,15,32,60,65,55,35,28
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-08,21,20,12,14,13,9,12,23,56,96,84,51,21,14,14,16,22,21,45,74,118,122,119,103
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-09,93,81,70,61,55,50,39,33,48,48,30,29,23,18,36,28,27,30,27,25,21,36,34,19
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-10,6,9,8,6,4,4,6,27,30,22,17,13,13,19,19,23,29,37,32,82,86,68,41,27
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-11,22,15,23,27,24,26,39,57,75,61,42,59,35,21,31,26,25,23,18,14,17,17,13,14
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-12,13,16,9,13,18,19,25,27,46,49,46,44,44,38,29,28,27,22,16,11,9,10,10,10
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-13,10,8,5,4,7,6,9,10,12,14,13,12,11,12,8,8,10,9,9,9,10,5,7,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-14,8,9,7,4,5,5,8,4,11,13,26,35,34,29,38,21,16,7,3,6,2,5,5,2
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-15,11,6,4,8,14,2,4,8,11,12,10,6,25,16,11,11,14,8,6,16,27,12,12,11
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-16,11,4,9,12,16,13,26,54,55,31,20,14,16,11,14,9,19,14,16,29,43,60,74,65
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-17,61,46,37,33,31,23,24,33,47,90,120,45,19,20,16,18,19,20,17,29,27,39,68,54
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-18,40,27,30,30,29,29,27,33,44,55,65,80,54,58,45,33,36,42,79,101,62,42,43,6
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-19,3,2,6,10,6,5,15,16,14,13,12,15,19,12,10,14,12,17,18,33,18,10,13,10
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-20,0,5,9,6,3,4,6,4,5,8,11,14,16,10,11,7,9,7,5,13,21,11,13,6
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-21,2,3,4,3,6,4,8,8,6,4,2,6,3,4,5,1,2,3,3,4,2,7,7,7
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-22,3,5,8,12,7,9,6,12,12,17,15,9,6,12,16,17,18,11,5,6,11,11,10,7
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-23,7,9,4,4,9,14,16,21,18,20,11,9,1,3,1,5,14,10,10,8,5,4,6,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-24,0,0,2,6,4,5,3,0,2,0,5,1,3,6,10,16,21,15,13,11,7,8,11,10
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-25,9,8,6,2,4,3,2,5,7,5,9,13,16,16,15,10,17,14,12,16,23,23,26,28
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-26,15,13,10,8,11,15,23,41,37,30,20,22,23,12,8,11,18,11,14,16,16,11,15,9
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-28,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,9,10,15,21,13,12,19
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-30,8,6,8,6,9,7,15,24,37,34,26,20,9,8,9,18,16,13,16,23,20,14,8,6
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-03-31,6,12,23,22,11,7,11,10,19,26,29,32,40,36,39,40,37,36,29,28,24,27,26,24
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-01,26,20,23,18,22,29,38,44,32,55,76,78,3,12,10,9,11,11,5,5,9,14,21,23
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-02,28,37,30,8,4,4,12,14,13,13,12,8,11,11,9,10,8,10,11,12,17,18,19,19
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-03,25,16,20,25,21,20,21,16,20,20,22,18,13,13,11,13,12,13,12,17,34,34,19,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-04,0,3,3,5,2,2,11,5,14,13,8,4,4,5,7,7,8,4,7,9,27,25,19,13
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-05,10,7,7,8,11,4,14,33,23,12,9,10,11,13,16,17,16,11,16,20,32,35,42,29
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-06,12,11,14,9,12,13,40,31,20,13,11,4,7,10,24,12,8,5,7,23,12,9,8,6
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-07,7,3,16,1,4,6,6,3,1,2,3,6,8,11,8,8,10,7,4,9,38,55,53,23
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-08,12,4,5,1,5,7,10,14,13,7,12,7,13,10,9,11,10,9,11,18,28,9,0,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-09,5,10,7,4,3,4,4,6,8,21,25,22,19,14,4,8,3,0,13,11,0,0,4,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-10,1,2,0,12,10,3,5,3,3,6,9,6,8,5,16,7,2,5,6,8,14,28,33,29
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-11,10,1,3,1,1,8,6,4,7,21,7,14,6,1,1,3,0,4,4,12,29,48,38,43
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-12,37,34,29,26,30,40,52,53,26,21,14,8,10,8,8,8,14,13,23,24,26,59,64,70
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-13,57,35,22,28,38,48,66,70,61,49,32,14,12,6,8,8,12,8,5,8,38,65,91,80
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-14,54,46,52,50,55,71,70,93,128,95,49,56,37,24,20,12,16,13,9,24,62,75,71,57
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-15,35,27,42,48,35,33,45,71,56,44,37,32,30,33,21,15,13,20,20,30,56,54,63,33
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-16,17,46,51,61,35,26,26,53,66,66,60,57,65,70,58,41,30,11,13,41,79,93,64,54
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-17,44,29,29,27,32,31,31,44,59,56,61,61,49,41,37,24,15,8,8,9,34,38,26,25
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-18,16,23,12,9,9,10,42,84,68,88,44,39,43,53,19,21,11,2,3,4,0,4,15,14
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-19,7,4,4,9,8,16,22,27,27,33,25,20,21,20,21,20,19,14,10,10,30,29,24,24
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-20,23,20,18,15,15,22,43,53,65,63,55,46,26,14,14,12,7,9,6,15,34,76,52,70
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-21,51,39,31,34,35,31,46,78,71,23,14,10,8,-999,-999,-999,14,56,87,24,7,4,0,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-22,7,5,5,2,4,7,15,18,17,13,8,11,8,7,11,6,8,5,7,18,36,30,15,9
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-23,22,35,37,20,22,18,24,29,28,19,15,12,12,11,6,20,12,7,8,8,20,18,20,22
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-24,20,24,21,22,17,19,21,23,22,12,13,10,9,10,8,7,11,7,6,6,2,5,4,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-25,6,12,17,5,3,9,12,19,12,9,6,7,3,5,5,5,4,5,6,6,18,37,32,35
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-26,47,33,20,17,14,20,31,40,22,18,25,19,10,16,-999,-999,-999,13,20,26,14,8,7,11
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-27,4,11,10,17,26,27,39,56,52,19,7,-999,82,28,6,5,5,7,5,3,3,3,5,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-28,7,7,6,5,3,1,5,5,9,11,2,1,3,0,2,30,5,2,1,3,4,2,1,0
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-29,4,6,2,6,3,15,2,4,2,0,15,13,5,14,3,0,0,6,5,2,6,5,7,6
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-04-30,7,8,17,15,13,20,19,21,11,5,6,6,7,23,12,1,3,6,4,6,9,11,7,5
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-01,6,3,6,7,4,3,5,3,3,4,4,4,4,10,1,2,6,7,3,13,16,7,13,23
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-02,19,19,20,18,9,12,13,21,16,10,2,3,2,2,1,0,5,2,0,4,3,8,17,15
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-03,23,22,20,22,24,34,37,32,30,22,16,2,5,6,19,27,18,4,1,0,3,11,4,19
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-04,19,21,9,7,4,7,24,13,12,8,4,11,6,5,3,4,3,6,2,3,11,27,28,29
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-05,30,22,17,18,19,24,32,48,40,18,10,9,4,2,10,12,13,9,8,4,12,26,54,53
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-06,37,28,23,28,25,27,37,50,31,26,20,24,23,27,24,25,17,60,110,36,22,11,7,21
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-07,12,6,4,0,3,2,2,3,6,4,5,3,4,6,6,6,4,7,4,9,9,17,10,8
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-08,12,6,4,6,19,8,8,3,0,1,3,2,2,3,2,3,1,11,9,5,13,23,28,27
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-09,17,10,12,11,17,14,10,7,5,1,0,2,2,1,5,2,2,0,25,18,10,1,7,14
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-10,3,5,6,4,10,8,9,9,10,10,8,8,4,3,5,8,7,3,14,9,13,33,40,45
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-11,37,38,24,30,33,29,43,54,50,29,21,12,4,8,6,15,10,6,3,10,19,21,36,50
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-12,43,37,40,39,43,48,57,50,27,9,10,8,8,7,7,5,6,7,8,10,17,36,50,50
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-13,43,33,27,54,65,29,30,24,13,11,12,12,13,6,6,9,7,8,8,12,20,35,58,62
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-14,47,41,27,18,16,22,33,40,37,32,23,16,14,12,12,6,8,9,12,10,12,30,48,30
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-15,13,9,9,10,9,20,24,19,12,12,7,5,3,6,5,5,11,5,5,9,14,9,6,12
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-16,11,7,6,3,5,11,18,19,6,4,6,5,10,14,5,1,32,85,11,1,5,8,5,8
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-17,7,12,8,7,2,1,3,6,2,2,4,3,-999,7,2,5,4,3,2,4,8,4,8,4
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-18,10,13,12,12,9,10,8,4,1,2,4,4,5,2,2,3,2,3,5,2,2,4,2,7
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-19,7,3,3,5,5,4,5,5,6,9,18,11,8,10,13,13,11,12,19,10,7,7,30,34
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-20,33,20,24,27,22,14,17,42,43,27,11,10,13,9,11,9,9,12,7,5,45,55,40,51
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-21,37,28,81,55,37,27,45,70,71,58,35,11,8,3,7,2,6,6,5,9,25,35,53,45
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-22,47,39,29,23,24,42,59,66,62,78,33,2,0,5,8,63,10,0,2,3,16,12,15,22
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-23,32,23,8,2,3,4,6,10,8,3,4,3,3,2,5,4,2,12,9,7,20,31,30,20
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-24,15,11,7,8,7,9,13,8,5,6,5,5,4,6,6,8,16,7,4,6,11,26,16,9
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-25,9,12,20,14,16,15,23,26,20,13,19,23,22,22,25,18,13,14,7,6,3,3,9,6
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-26,12,15,9,9,8,10,5,15,14,15,24,22,21,13,4,3,6,6,5,6,3,5,7,15
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-27,10,6,0,2,5,6,4,5,6,9,3,5,8,5,2,2,5,11,13,2,0,2,2,8
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-28,7,5,3,5,15,4,1,0,3,6,7,7,6,19,7,4,7,4,6,8,8,5,2,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-29,6,5,5,6,8,7,10,7,10,14,3,2,2,2,2,12,3,0,1,3,8,15,31,49
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-30,38,36,27,26,24,30,39,51,45,26,9,1,3,1,3,2,2,8,6,10,11,12,22,26
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-05-31,21,24,22,12,11,14,17,61,40,31,19,14,7,5,16,12,2,9,4,16,11,10,-999,10
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-01,12,17,16,18,17,18,26,24,25,17,12,8,-999,-999,-999,-999,2,8,11,15,20,36,42,41
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-02,33,36,33,29,30,31,35,49,45,33,30,19,12,9,6,7,7,21,23,19,10,8,8,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-03,6,8,9,3,-999,-999,3,6,6,6,7,5,5,7,5,3,4,7,7,5,4,5,8,5
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-04,9,28,25,9,9,16,32,17,17,18,22,19,16,8,8,7,15,5,4,4,12,11,14,12
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-05,8,8,7,7,13,3,4,3,0,0,4,2,0,1,4,3,7,3,5,1,5,9,4,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-06,7,17,6,1,4,5,9,9,8,2,0,0,4,1,0,0,3,0,2,1,5,5,6,27
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-07,34,21,13,10,12,10,15,23,21,21,18,22,12,5,3,8,6,9,12,5,7,8,6,5
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-08,12,13,4,3,6,6,6,17,22,11,13,25,3,5,4,6,4,0,2,6,10,17,18,19
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-09,30,33,29,26,17,11,13,14,19,15,4,6,4,9,9,11,3,6,2,2,1,5,4,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-10,2,0,6,2,1,3,16,8,8,-999,1,2,3,3,3,7,6,6,6,6,2,16,4,3
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-11,0,3,8,13,5,3,7,13,11,6,2,2,5,10,6,9,5,7,8,5,8,6,17,14
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-12,23,17,17,13,12,8,8,6,9,5,2,4,6,5,5,2,3,4,4,2,6,8,19,15
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-13,21,28,33,30,15,7,10,8,4,7,8,9,4,5,7,5,7,6,3,5,6,5,6,20
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-14,26,24,24,21,20,24,38,48,34,14,6,6,9,14,11,10,5,3,12,9,6,9,10,12
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-15,20,18,18,22,21,22,21,16,14,12,8,5,5,1,5,6,3,6,44,13,7,6,6,18
PM10,100202,Prince George,BC,53.91472,-122.74194,2021-06-16,4,4,4,1,3,4,7,5,10,13,10,8,10,9,10,8,5,5,6,5,5,6,5,9
