Pollutant:, PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units:, µg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:,Zeros are valid. -999 denotes no data available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
PM10,60104,Ottawa,ON,45.43433,-75.676,19920101,79,42,44,72,61,28,27,32,42,32,25,21,18,26,45,43,31,41,58,88,65,94,88,63
PM10,60104,Ottawa,ON,45.43433,-75.676,19920102,54,43,38,29,40,34,29,41,46,58,74,67,71,70,56,52,49,53,48,45,45,38,33,39
PM10,60104,Ottawa,ON,45.43433,-75.676,19920103,41,40,31,31,30,25,21,30,28,29,30,28,26,27,28,31,30,25,26,22,25,24,25,27
PM10,60104,Ottawa,ON,45.43433,-75.676,19920104,27,29,26,25,25,23,22,20,21,21,20,19,17,20,17,16,21,19,15,19,20,11,16,12
PM10,60104,Ottawa,ON,45.43433,-75.676,19920105,12,18,12,11,5,5,3,3,4,3,3,4,3,3,2,6,7,8,6,5,3,6,3,6
PM10,60104,Ottawa,ON,45.43433,-75.676,19920106,3,5,4,5,1,6,5,5,6,4,7,4,6,7,8,11,10,12,13,10,6,8,6,6
PM10,60104,Ottawa,ON,45.43433,-75.676,19920107,5,4,7,5,5,7,8,9,10,12,8,10,9,12,9,7,10,13,10,13,7,8,8,9
PM10,60104,Ottawa,ON,45.43433,-75.676,19920108,7,11,6,5,6,5,5,6,10,18,13,14,14,15,17,15,17,19,29,22,20,48,52,27
PM10,60104,Ottawa,ON,45.43433,-75.676,19920109,19,18,15,15,10,13,20,19,23,27,17,16,13,17,20,15,14,18,15,17,25,24,22,19
PM10,60104,Ottawa,ON,45.43433,-75.676,19920110,16,17,15,15,6,4,5,6,5,6,5,5,3,6,8,7,-999,8,-999,3,4,4,4,5
PM10,60104,Ottawa,ON,45.43433,-75.676,19920111,5,3,3,2,4,2,3,6,6,7,7,9,14,14,16,14,14,15,20,24,17,21,20,27
PM10,60104,Ottawa,ON,45.43433,-75.676,19920112,17,15,23,15,20,26,23,17,12,9,9,12,13,14,15,21,23,25,24,26,27,28,21,21
PM10,60104,Ottawa,ON,45.43433,-75.676,19920113,20,47,4,14,13,15,12,13,16,15,18,22,32,44,43,48,53,51,43,37,40,34,46,34
PM10,60104,Ottawa,ON,45.43433,-75.676,19920114,33,29,26,29,19,11,5,2,3,-999,4,-999,2,-999,-999,3,5,11,5,-999,6,10,5,5
PM10,60104,Ottawa,ON,45.43433,-75.676,19920115,8,4,5,5,3,4,4,5,6,6,6,6,6,5,4,6,5,3,5,5,7,12,6,7
PM10,60104,Ottawa,ON,45.43433,-75.676,19920116,2,3,4,3,4,5,5,5,6,10,8,4,7,5,5,8,7,5,10,10,16,16,12,21
PM10,60104,Ottawa,ON,45.43433,-75.676,19920117,45,37,30,21,17,12,10,10,10,11,10,10,5,9,11,12,14,16,21,22,28,31,20,17
PM10,60104,Ottawa,ON,45.43433,-75.676,19920118,20,16,13,7,3,3,3,4,5,6,5,7,5,7,7,7,7,4,9,9,6,9,9,8
PM10,60104,Ottawa,ON,45.43433,-75.676,19920119,11,15,11,9,9,9,11,13,20,28,38,23,15,8,7,7,7,6,12,22,26,24,42,61
PM10,60104,Ottawa,ON,45.43433,-75.676,19920120,62,51,30,18,18,16,12,13,18,39,33,19,15,13,10,6,5,7,11,14,17,29,35,39
PM10,60104,Ottawa,ON,45.43433,-75.676,19920121,36,32,22,16,17,15,11,11,9,10,12,12,14,18,26,30,20,22,13,17,14,17,13,8
PM10,60104,Ottawa,ON,45.43433,-75.676,19920122,5,5,5,7,6,7,5,6,16,20,15,10,13,10,9,11,14,12,14,15,12,8,10,11
PM10,60104,Ottawa,ON,45.43433,-75.676,19920123,13,12,14,13,15,18,15,20,18,19,24,22,21,19,22,20,24,20,15,7,3,10,13,15
PM10,60104,Ottawa,ON,45.43433,-75.676,19920124,18,10,7,6,3,4,8,7,7,14,-999,7,8,5,11,9,10,9,9,8,6,7,6,11
PM10,60104,Ottawa,ON,45.43433,-75.676,19920125,11,12,11,11,8,7,10,7,9,9,9,13,14,14,9,12,13,26,30,26,23,27,32,31
PM10,60104,Ottawa,ON,45.43433,-75.676,19920126,34,24,28,20,23,23,21,22,22,21,23,6,8,8,10,9,10,18,7,14,23,33,50,46
PM10,60104,Ottawa,ON,45.43433,-75.676,19920127,32,41,30,21,11,13,14,15,16,31,11,15,-999,6,6,9,14,12,19,9,13,10,14,12
PM10,60104,Ottawa,ON,45.43433,-75.676,19920128,12,13,22,19,16,27,18,19,24,18,37,11,17,20,22,22,28,33,35,34,35,38,40,37
PM10,60104,Ottawa,ON,45.43433,-75.676,19920129,37,35,39,40,32,28,21,24,29,31,32,29,29,26,25,26,25,26,27,24,23,23,20,20
PM10,60104,Ottawa,ON,45.43433,-75.676,19920130,22,23,23,24,32,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM10,60104,Ottawa,ON,45.43433,-75.676,19920131,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,8,8,11,9,10,11,8,8,7,6,9,5
PM10,60104,Ottawa,ON,45.43433,-75.676,19920201,5,4,5,5,5,10,6,5,6,4,-999,5,6,5,10,13,15,15,13,14,9,8,6,6
PM10,60104,Ottawa,ON,45.43433,-75.676,19920202,5,5,5,5,4,3,4,5,5,5,6,28,43,38,21,23,19,21,22,21,30,40,26,16
