Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,010101,St Johns,NL,47.56806,-52.70222,19880101,0.10,0.10,0.30,0.30,0.20,0.10,0.10,0.10,0.20,0.20,0.20,0.40,0.60,0.60,0.30,0.40,0.30,0.30,0.30,0.40,0.40,0.30,0.30,0.30
CO,010101,St Johns,NL,47.56806,-52.70222,19880102,0.30,0.50,0.40,0.20,0.20,0.20,0.30,0.40,0.60,1.20,1.20,0.60,0.40,0.40,0.30,0.20,0.30,0.30,0.30,0.40,0.30,0.30,0.40,0.10
CO,010101,St Johns,NL,47.56806,-52.70222,19880103,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.20,0.20,0.20,0.20,0.20,0.30,0.30,0.30,0.20,0.20,0.30,0.30,0.20,0.20,0.10
CO,010101,St Johns,NL,47.56806,-52.70222,19880104,0.10,0.10,0.10,0.10,0.10,0.10,0.30,0.90,0.90,0.60,0.60,0.70,1.80,2.50,3.50,2.70,1.20,0.90,0.50,0.40,1.20,0.50,0.40,0.40
CO,010101,St Johns,NL,47.56806,-52.70222,19880105,0.30,0.40,0.30,0.20,0.20,0.30,1.70,1.20,0.80,1.10,1.30,1.10,0.70,0.70,1.00,1.90,1.10,0.80,0.60,0.50,0.50,0.50,0.50,0.20
CO,010101,St Johns,NL,47.56806,-52.70222,19880106,0.20,0.40,0.10,0.10,0.10,0.10,0.20,0.50,0.80,0.40,0.60,0.50,0.50,0.70,0.60,0.90,0.70,0.80,0.60,0.50,0.40,0.30,0.30,0.30
CO,010101,St Johns,NL,47.56806,-52.70222,19880107,0.20,0.10,0.00,0.00,0.10,0.20,0.60,0.50,0.30,-999,-999,0.40,0.30,0.30,0.20,0.30,0.40,0.20,0.20,0.10,0.20,0.20,0.20,0.20
CO,010101,St Johns,NL,47.56806,-52.70222,19880108,0.20,0.10,0.10,0.10,0.10,0.30,1.10,0.90,0.50,0.40,0.30,0.70,0.50,0.40,0.40,0.90,1.00,0.50,0.50,1.20,1.70,2.40,2.60,2.30
CO,010101,St Johns,NL,47.56806,-52.70222,19880109,1.60,2.10,1.10,0.90,0.80,0.60,2.10,2.00,2.60,3.80,4.10,2.00,0.80,0.60,0.60,0.60,0.70,1.40,1.10,0.50,0.30,0.20,0.50,0.20
CO,010101,St Johns,NL,47.56806,-52.70222,19880110,0.30,0.10,0.00,0.00,0.00,0.00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010101,St Johns,NL,47.56806,-52.70222,19880111,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010101,St Johns,NL,47.56806,-52.70222,19880112,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010101,St Johns,NL,47.56806,-52.70222,19880113,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.90,0.90,1.50,1.10,0.70,0.90,0.60,0.60,0.70,0.70,0.50,0.20
CO,010101,St Johns,NL,47.56806,-52.70222,19880114,0.10,0.10,0.10,0.10,0.30,1.80,2.00,1.00,0.70,0.90,1.40,0.90,0.70,0.60,0.50,0.40,0.30,0.20,0.10,0.10,0.20,0.20,0.10,0.20
CO,010101,St Johns,NL,47.56806,-52.70222,19880115,0.30,0.30,0.20,0.10,0.10,0.30,0.40,0.30,0.50,0.30,0.20,0.20,-999,-999,0.30,0.40,0.30,0.40,0.40,0.40,0.50,0.40,0.30,0.20
CO,010101,St Johns,NL,47.56806,-52.70222,19880116,0.30,0.30,0.30,0.40,0.20,0.40,0.70,0.60,0.50,0.50,0.50,0.50,0.50,0.80,1.40,1.30,1.90,1.10,1.80,0.60,0.40,0.30,0.20,0.30
