Pollutant:, NO2
Units:, ppb
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
NO2,030115,Halifax,NS,44.62611,-63.51944,19790101,12.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790104,3.0,4.0,5.0,4.0,3.0,7.0,13.0,17.0,17.0,15.0,11.0,10.0,7.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790105,2.0,3.0,6.0,8.0,10.0,10.0,9.0,6.0,10.0,8.0,9.0,4.0,4.0,6.0,6.0,6.0,13.0,11.0,10.0,11.0,5.0,3.0,3.0,3.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790106,11.0,25.0,28.0,21.0,6.0,7.0,7.0,5.0,8.0,9.0,8.0,6.0,4.0,7.0,5.0,5.0,3.0,4.0,2.0,13.0,15.0,13.0,11.0,14.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790107,29.0,24.0,30.0,28.0,25.0,25.0,26.0,25.0,28.0,42.0,53.0,60.0,52.0,26.0,6.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790108,1.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,7.0,9.0,10.0,8.0,11.0,7.0,-999,-999,-999,-999
NO2,030115,Halifax,NS,44.62611,-63.51944,19790110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.0,2.0,3.0,11.0,10.0,16.0,21.0,19.0,16.0,11.0,12.0,8.0,11.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790111,4.0,3.0,4.0,4.0,6.0,6.0,11.0,10.0,7.0,5.0,4.0,4.0,5.0,6.0,8.0,8.0,8.0,12.0,11.0,13.0,13.0,13.0,7.0,6.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790112,7.0,11.0,7.0,3.0,10.0,13.0,16.0,12.0,5.0,6.0,6.0,5.0,6.0,5.0,9.0,6.0,9.0,15.0,16.0,9.0,13.0,18.0,15.0,14.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790113,8.0,9.0,8.0,8.0,9.0,6.0,9.0,10.0,11.0,6.0,3.0,3.0,8.0,10.0,5.0,4.0,6.0,8.0,6.0,6.0,4.0,3.0,2.0,3.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790114,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790115,0.0,0.0,2.0,4.0,11.0,16.0,15.0,8.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,2.0,5.0,4.0,3.0,6.0,4.0,2.0,1.0,4.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790116,8.0,10.0,5.0,6.0,5.0,6.0,9.0,19.0,20.0,5.0,1.0,2.0,0.0,-999,2.0,6.0,13.0,14.0,15.0,17.0,15.0,9.0,15.0,13.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790117,8.0,10.0,5.0,7.0,7.0,6.0,9.0,19.0,16.0,5.0,10.0,7.0,7.0,6.0,7.0,10.0,14.0,19.0,17.0,17.0,11.0,14.0,11.0,7.0
NO2,030115,Halifax,NS,44.62611,-63.51944,19790118,9.0,7.0,4.0,3.0,3.0,3.0,5.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,8.0,11.0,12.0,11.0,9.0,8.0,5.0,3.0,3.0,3.0
