File generated on // Fichier créé sur, 2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, µg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/1/2007,3,6,8,5,4,4,4,4,4,3,4,4,5,4,5,4,4,3,3,4,3,3,3,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/2/2007,4,3,3,3,3,2,3,2,4,4,3,3,4,5,7,9,6,5,4,4,5,6,4,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/3/2007,3,4,3,2,3,3,3,7,6,4,6,5,8,9,7,5,6,5,3,3,2,2,3,2
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/4/2007,2,2,2,1,1,2,2,2,2,2,3,4,3,4,4,5,5,7,5,8,6,5,5,1
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/5/2007,8,2,2,2,2,3,3,4,5,6,4,4,5,2,2,3,5,4,4,4,7,4,4,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/6/2007,1,0,1,2,1,2,3,3,4,9,10,10,10,10,8,6,5,5,4,4,4,10,3,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/7/2007,3,3,4,3,3,2,3,2,3,5,3,4,3,1,1,3,2,3,5,4,4,4,4,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/8/2007,3,4,7,10,7,6,6,9,11,12,17,16,14,9,8,7,5,7,6,5,7,7,4,1
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/9/2007,3,3,3,2,2,2,2,4,7,4,-999,-999,1,2,8,8,15,14,14,10,9,15,17,26
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/10/2007,15,10,14,6,4,3,5,3,16,11,6,6,5,5,8,6,8,6,5,6,4,5,10,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/11/2007,5,5,6,7,6,6,7,7,9,9,13,10,11,7,8,9,7,7,6,5,6,5,5,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/12/2007,7,7,4,6,6,8,10,9,15,15,15,14,6,10,6,8,8,9,10,9,7,9,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/13/2007,6,9,6,6,8,8,8,7,7,9,9,8,9,10,14,16,12,11,13,7,6,6,6,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/14/2007,6,5,6,6,6,6,6,7,6,8,10,9,7,6,8,8,8,9,8,11,9,18,10,11
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/15/2007,10,9,9,8,8,8,11,11,19,13,12,13,11,10,12,11,12,14,17,15,12,14,12,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/16/2007,10,9,8,9,8,7,8,9,11,15,17,15,10,11,12,12,12,12,10,10,10,8,8,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/17/2007,6,7,8,6,7,9,8,7,7,9,9,9,9,9,10,12,14,13,13,12,13,13,15,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/18/2007,11,9,11,7,3,5,5,6,6,6,6,8,6,7,7,6,8,7,7,5,5,5,6,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/19/2007,5,7,6,7,9,10,11,12,11,25,15,10,12,9,11,11,10,9,8,8,8,8,10,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/20/2007,7,9,9,8,7,6,7,6,9,7,8,8,10,10,10,11,11,9,18,23,20,17,15,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/21/2007,10,6,9,12,9,10,12,10,9,9,8,8,7,5,5,7,9,8,7,8,8,6,6,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/22/2007,6,5,6,5,5,5,6,7,6,7,8,7,7,9,9,10,9,11,14,12,8,8,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/23/2007,6,7,7,5,6,10,9,6,6,9,9,10,13,17,20,30,23,17,17,19,14,9,9,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/24/2007,11,10,11,11,12,12,11,12,11,10,9,9,7,6,5,6,6,6,5,7,7,7,6,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/25/2007,8,9,9,8,5,6,6,8,8,7,5,5,7,8,7,9,10,9,9,7,9,9,8,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/26/2007,9,6,7,7,9,9,10,12,14,9,11,12,11,8,6,6,9,7,7,8,5,4,5,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/27/2007,6,7,8,5,5,6,5,6,7,7,5,5,5,5,8,11,12,15,8,8,8,10,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/28/2007,9,8,6,5,4,5,5,4,6,6,6,6,8,15,29,12,11,8,11,8,8,8,8,7
