Pollutant:, O3
Units:, ppb
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
O3,030115,Halifax,NS,44.62611,-63.51944,19800101,11,9,5,7,11,19,13,17,16,21,24,22,20,24,21,16,19,15,16,17,13,11,6,9
O3,030115,Halifax,NS,44.62611,-63.51944,19800102,15,17,16,15,10,1,0,0,0,0,0,0,2,19,27,23,9,12,13,11,15,21,18,21
O3,030115,Halifax,NS,44.62611,-63.51944,19800103,22,23,23,24,24,24,23,22,22,21,22,23,20,-999,23,20,20,21,19,18,11,14,18,22
O3,030115,Halifax,NS,44.62611,-63.51944,19800104,22,23,23,25,25,25,24,25,22,25,29,29,30,31,32,28,22,22,22,21,23,21,20,20
O3,030115,Halifax,NS,44.62611,-63.51944,19800105,20,15,17,21,22,18,20,22,25,24,23,25,27,28,25,23,20,25,23,22,29,29,31,28
O3,030115,Halifax,NS,44.62611,-63.51944,19800106,30,33,32,33,32,31,32,32,32,33,33,33,31,30,30,29,28,27,25,22,20,17,10,4
O3,030115,Halifax,NS,44.62611,-63.51944,19800107,5,13,16,20,19,16,9,4,4,13,15,-999,33,32,33,31,32,35,37,36,34,37,37,39
O3,030115,Halifax,NS,44.62611,-63.51944,19800108,38,34,25,19,17,18,21,22,25,24,27,27,25,23,22,18,23,23,24,17,12,14,21,28
O3,030115,Halifax,NS,44.62611,-63.51944,19800109,14,22,25,19,23,30,31,32,34,34,35,34,33,25,10,10,7,3,6,10,20,26,27,27
O3,030115,Halifax,NS,44.62611,-63.51944,19800110,27,25,24,22,24,27,30,28,28,30,28,27,24,25,18,22,12,13,12,10,19,18,17,13
O3,030115,Halifax,NS,44.62611,-63.51944,19800111,18,11,5,10,14,21,26,30,31,30,31,32,36,36,36,37,36,35,37,38,36,37,37,39
O3,030115,Halifax,NS,44.62611,-63.51944,19800112,37,38,38,37,37,37,37,37,37,38,34,31,28,26,18,18,20,21,22,22,25,28,29,28
